abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;classfication;defense;experience_growth;height_m;hp;japanese_name;english_name;french_name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
Rivalry, Mold Breaker, Unnerve;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;147;10240;35;540;45;Axe Jaw Pokemon;90;1250000;1.8;76;Ononokus?????;Haxorus;Tranchodon;50;612;60;70;97;dragon;;105.5;5;0
Snow Cloak, Slush Rush, Rattled;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;70;5120;70;305;120;Chill Pokemon;40;1000000;0.5;55;Kumasyun?????;Cubchoo;Polarhume;50;613;60;40;40;ice;;8.5;5;0
Snow Cloak, Slush Rush, Swift Swim;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;130;5120;70;505;60;Freezing Pokemon;80;1000000;2.6;95;Tunbear?????;Beartic;Polagriffe;50;614;70;80;50;ice;;260.0;5;0
Levitate;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;6400;70;515;25;Crystallizing Pokemon;50;1000000;1.1;80;Freegeo?????;Cryogonal;Hexagel;;615;95;135;105;ice;;148.0;5;0
Hydration, Shell Armor, Overcoat;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;40;3840;70;305;200;Snail Pokemon;85;1000000;0.4;50;Chobomaki?????;Shelmet;Escargaume;50;616;40;65;25;bug;;7.7;5;0
Hydration, Sticky Hold, Unburden;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;70;3840;70;495;75;Shell Out Pokemon;40;1000000;0.8;80;Agilder?????;Accelgor;Limaspeed;50;617;100;60;145;bug;;25.3;5;0
Static, Limber, Sand Veil;1;1;1;0;1;1;1;0.5;1;2;2;2;1;0.5;1;0.5;0.5;2;66;5120;70;471;75;Trap Pokemon;84;1000000;0.7;109;Maggyo????;Stunfisk;Limonde;50;618;81;99;32;ground;electric;11.0;5;0
Inner Focus, Regenerator, Reckless;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;85;6400;70;350;180;Martial Arts Pokemon;50;1059860;0.9;45;Kojofu?????;Mienfoo;Kungfouine;50;619;55;50;65;fighting;;20.0;5;0
Inner Focus, Regenerator, Reckless;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;125;6400;70;510;45;Martial Arts Pokemon;60;1059860;1.4;65;Kojondo?????;Mienshao;Shaofouine;50;620;95;60;105;fighting;;35.5;5;0
Rough Skin, Sheer Force, Mold Breaker;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;120;7680;70;485;45;Cave Pokemon;90;1000000;1.6;77;Crimgan?????;Druddigon;Drakkarmin;50;621;60;90;48;dragon;;139.0;5;0
Iron Fist, Klutz, No Guard;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;74;6400;70;303;190;Automaton Pokemon;50;1000000;1.0;59;Gobit????;Golett;Gringolem;;622;35;50;35;ground;ghost;92.0;5;0
Iron Fist, Klutz, No Guard;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;124;6400;70;483;90;Automaton Pokemon;80;1000000;2.8;89;Goloog????;Golurk;Golemastoc;;623;55;80;55;ground;ghost;330.0;5;0
Defiant, Inner Focus, Pressure;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;85;5120;35;340;120;Sharp Blade Pokemon;70;1000000;0.5;45;Komatana????;Pawniard;Scalpion;50;624;40;40;60;dark;steel;10.2;5;0
Defiant, Inner Focus, Pressure;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;125;5120;35;490;45;Sword Blade Pokemon;100;1000000;1.6;65;Kirikizan?????;Bisharp;Scalproie;50;625;60;70;70;dark;steel;70.0;5;0
Reckless, Sap Sipper, Soundproof;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;5120;70;490;45;Bash Buffalo Pokemon;95;1000000;1.6;95;Buffron?????;Bouffalant;Frison;50;626;40;95;55;normal;;94.6;5;0
Keen Eye, Sheer Force, Hustle;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;83;5120;70;350;190;Eaglet Pokemon;50;1250000;0.5;70;Washibon????;Rufflet;Furaiglon;100;627;37;50;60;normal;flying;10.5;5;0
Keen Eye, Sheer Force, Defiant;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;123;5120;70;510;60;Valiant Pokemon;75;1250000;1.5;100;Warrgle?????;Braviary;Gueriaigle;100;628;57;75;80;normal;flying;41.0;5;0
Big Pecks, Overcoat, Weak Armor;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;55;5120;35;370;190;Diapered Pokemon;75;1250000;0.5;70;Valchai?????;Vullaby;Vostourno;0;629;45;65;60;dark;flying;9.0;5;0
Big Pecks, Overcoat, Weak Armor;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;65;5120;35;510;60;Bone Vulture Pokemon;105;1250000;1.2;110;Vulgina?????;Mandibuzz;Vaututrice;0;630;55;95;80;dark;flying;39.5;5;0
Gluttony, Flash Fire, White Smoke;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;97;5120;70;484;90;Anteater Pokemon;66;1000000;1.4;85;Kuitaran?????;Heatmor;Aflamanoir;50;631;105;66;65;fire;;58.0;5;0
Swarm, Hustle, Truant;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;109;5120;70;484;90;Iron Ant Pokemon;112;1000000;0.3;58;Aiant?????;Durant;Fermite;50;632;48;48;109;bug;steel;33.0;5;0
Hustle;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;65;10240;35;300;45;Irate Pokemon;50;1250000;0.8;52;Monozu???;Deino;Salochi;50;633;45;50;38;dark;dragon;17.3;5;0
Hustle;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;85;10240;35;420;45;Hostile Pokemon;70;1250000;1.4;72;Dihead????;Zweilous;Diamat;50;634;65;70;58;dark;dragon;50.0;5;0
Levitate;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;105;10240;35;600;45;Brutal Pokemon;90;1250000;1.8;92;Sazandora?????;Hydreigon;Trioxhydre;50;635;125;90;98;dark;dragon;160.0;5;0
Flame Body, Swarm;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;85;10240;70;360;45;Torch Pokemon;55;1250000;1.1;55;Merlarva????;Larvesta;Pyronille;50;636;50;55;60;bug;fire;28.8;5;0
Flame Body, Swarm;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;60;10240;70;550;15;Sun Pokemon;65;1250000;1.6;85;Ulgamoth?????;Volcarona;Pyrax;50;637;135;105;100;bug;fire;46.0;5;0
Justified;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;90;20480;35;580;3;Iron Will Pokemon;129;1250000;2.1;91;Cobalon?????;Cobalion;Cobaltium;;638;90;72;108;steel;fighting;250.0;5;1
Justified;0.5;0.5;1;1;2;2;0.5;1;1;2;2;1;0.5;0.5;2;0.5;2;2;129;20480;35;580;3;Cavern Pokemon;90;1250000;1.9;91;Terrakion?????;Terrakion;Terrakium;;639;72;90;108;rock;fighting;260.0;5;1
Justified;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;90;20480;35;580;3;Grassland Pokemon;72;1250000;2.0;91;Virizion?????;Virizion;Viridium;;640;90;129;108;grass;fighting;200.0;5;1
Prankster, Defiant, Regenerator;0.5;1;1;2;1;0.5;1;1;1;0.5;0;2;1;1;1;2;1;1;100;30720;90;580;3;Cyclone Pokemon;80;1250000;1.5;79;Tornelos (keshin Forme)?????;Tornadus;Boréas;100;641;110;90;121;flying;;63.0;5;1
Prankster, Defiant, Volt Absorb;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;105;30720;90;580;3;Bolt Strike Pokemon;70;1250000;1.5;79;Voltolos (keshin Forme)?????;Thundurus;Fulguris;100;642;145;80;101;electric;flying;61.0;5;1
Turboblaze;0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1;120;30720;0;680;3;Vast White Pokemon;100;1250000;3.2;100;Reshiram????;Reshiram;Reshiram;;643;150;120;90;dragon;fire;330.0;5;1
Teravolt;1;1;2;0.25;2;1;0.5;0.5;1;0.5;2;2;1;1;1;1;0.5;0.5;150;30720;0;680;3;Deep Black Pokemon;120;1250000;2.9;100;Zekrom????;Zekrom;Zekrom;;644;120;100;90;dragon;electric;345.0;5;1
Sand Force, Sheer Force, Intimidate;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;145;30720;90;600;3;Abundance Pokemon;90;1250000;1.5;89;Landlos (keshin Forme)?????;Landorus;Démétéros;100;645;105;80;91;ground;flying;68.0;5;1
Pressure, Teravolt, Turboblaze;1;1;2;0.5;2;2;1;1;1;0.5;1;1;1;1;1;2;2;0.5;120;30720;0;700;3;Boundary Pokemon;90;1250000;3.0;125;Kyurem????;Kyurem;Kuyrem;;646;170;100;95;dragon;ice;325.0;5;1
Justified;0.5;0.5;1;2;2;1;0.5;2;1;2;1;0.5;1;1;2;0.5;0.5;0.5;72;20480;35;580;3;Colt Pokemon;90;1250000;1.4;91;Keldeo (itsumo No Sugata)?????;Keldeo;Keldeo;;647;129;90;108;water;fighting;48.5;5;1
Serene Grace;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;128;30720;100;600;3;Melody Pokemon;90;1250000;0.6;100;Meloetta (step Forme)?????;Meloetta;Meloetta;;648;77;77;128;normal;psychic;6.5;5;1
Download;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;120;30720;0;600;3;Paleozoic Pokemon;95;1250000;1.5;71;Genesect?????;Genesect;Genesect;;649;120;95;99;bug;steel;82.5;5;1
Overgrow, Bulletproof;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;61;5120;70;313;45;Spiky Nut Pokemon;65;1059860;0.4;56;Harimaron?????;Chespin;Marisson;88.1;650;48;45;38;grass;;9.0;6;0
Overgrow, Bulletproof;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;78;5120;70;405;45;Spiny Armor Pokemon;95;1059860;0.7;61;Hariborg?????;Quilladin;Boguérisse;88.1;651;56;58;57;grass;;29.0;6;0
Overgrow, Bulletproof;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;107;5120;70;530;45;Spiny Armor Pokemon;122;1059860;1.6;88;Brigarron?????;Chesnaught;Blindépique;88.1;652;74;75;64;grass;fighting;90.0;6;0
Blaze, Magician;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;45;5120;70;307;45;Fox Pokemon;40;1059860;0.4;40;Fokko????;Fennekin;Feunnec;88.1;653;62;60;60;fire;;9.4;6;0
Blaze, Magician;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;59;5120;70;409;45;Fox Pokemon;58;1059860;1.0;59;Tairenar?????;Braixen;Roussil;88.1;654;90;70;73;fire;;14.5;6;0
Blaze, Magician;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;69;5120;70;534;45;Fox Pokemon;72;1059860;1.5;75;Mahoxy??????;Delphox;Goupelin;88.1;655;114;100;104;fire;psychic;39.0;6;0
Torrent, Protean;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;56;5120;70;314;45;Bubble Frog Pokemon;40;1059860;0.3;41;Keromatsu????;Froakie;Grenousse;88.1;656;62;44;71;water;;7.0;6;0
Torrent, Protean;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;63;5120;70;405;45;Bubble Frog Pokemon;52;1059860;0.6;54;Gekogashira?????;Frogadier;Croâporal;88.1;657;83;56;97;water;;10.9;6;0
Torrent, Protean, Battle Bond;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;145;5120;70;640;45;Ninja Pokemon;67;1059860;1.5;72;Gekkouga?????;Greninja;Amphinobi;88.1;658;153;71;132;water;dark;40.0;6;0
Pickup, Cheek Pouch, Huge Power;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;36;3840;70;237;255;Digging Pokemon;38;1000000;0.4;38;Horubee????;Bunnelby;Sapereau;50;659;32;36;57;normal;;5.0;6;0
Pickup, Cheek Pouch, Huge Power;1;1;1;0;1;2;1;1;0;2;1;2;1;0.5;1;0.5;1;2;56;3840;70;423;127;Digging Pokemon;77;1000000;1.0;85;Horudo????;Diggersby;Excavarenne;50;660;50;77;78;normal;ground;42.4;6;0
Big Pecks, Gale Wings;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;50;3840;70;278;255;Tiny Robin Pokemon;43;1059860;0.3;45;Yayakoma????;Fletchling;Passerouge;50;661;40;38;62;normal;flying;1.7;6;0
Flame Body, Gale Wings;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;73;3840;70;382;120;Ember Pokemon;55;1059860;0.7;62;Hinoyakoma?????;Fletchinder;Braisillon;50;662;56;52;84;fire;flying;16.0;6;0
Flame Body, Gale Wings;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;81;3840;70;499;45;Scorching Pokemon;71;1059860;1.2;78;Fiarrow??????;Talonflame;Flambusard;50;663;74;69;126;fire;flying;24.5;6;0
Shield Dust, Compoundeyes, Friend Guard;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;35;3840;70;200;255;Scatterdust Pokemon;40;1000000;0.3;38;Kofukimushi?????;Scatterbug;Lépidonille;50;664;27;25;35;bug;;2.5;6;0
Shed Skin, Friend Guard;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;22;3840;70;213;120;Scatterdust Pokemon;60;1000000;0.3;45;Kofuurai?????;Spewpa;Pérégrain;50;665;27;30;29;bug;;8.4;6;0
Shield Dust, Compoundeyes, Friend Guard;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;52;3840;70;411;45;Scale Pokemon;50;1000000;1.2;80;Viviyon????;Vivillon;Prismillon;50;666;90;50;89;bug;flying;17.0;6;0
Rivalry, Unnerve, Moxie;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;50;5120;70;369;220;Lion Cub Pokemon;58;1059860;0.6;62;Shishiko???;Litleo;Hélionceau;11.2;667;73;54;72;fire;normal;13.5;6;0
Rivalry, Unnerve, Moxie;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;68;5120;70;507;65;Royal Pokemon;72;1059860;1.5;86;Kaenjishi?????;Pyroar;Némélios;11.2;668;109;66;106;fire;normal;81.5;6;0
Flower Veil, Symbiosis;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;38;5120;70;303;225;Single Bloom Pokemon;39;1000000;0.1;44;Flabebe????;Flabebe;Flabébé;0;669;61;79;42;fairy;;0.1;6;0
Flower Veil, Symbiosis;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;5120;70;551;120;Fairy Pokemon;67;1000000;0.2;74;Floette?????;Floette;Floette;0;670;125;128;92;fairy;;0.9;6;0
Flower Veil, Symbiosis;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;5120;70;552;45;Garden Pokemon;68;1000000;1.1;78;Florges??????;Florges;Florges;0;671;112;154;75;fairy;;10.0;6;0
Sap Sipper, Grass Pelt;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;65;5120;70;350;200;Mount Pokemon;48;1000000;0.9;66;Meecle?????;Skiddo;Cabriolaine;50;672;62;57;52;grass;;31.0;6;0
Sap Sipper, Grass Pelt;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;5120;70;531;45;Mount Pokemon;62;1000000;1.7;123;Gogoat?????;Gogoat;Chevroum;50;673;97;81;68;grass;;91.0;6;0
Iron Fist, Mold Breaker, Scrappy;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;82;6400;70;348;220;Playful Pokemon;62;1000000;0.6;67;Yancham?????;Pancham;Pandespiègle;50;674;46;48;43;fighting;;8.0;6;0
Iron Fist, Mold Breaker, Scrappy;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;124;6400;70;495;65;Daunting Pokemon;78;1000000;2.1;95;Goronda????;Pangoro;Pandarbare;50;675;69;71;58;fighting;dark;136.0;6;0
Fur Coat;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;472;160;Poodle Pokemon;60;1000000;1.2;75;Trimmien?????;Furfrou;Couafarel;50;676;65;90;102;normal;;28.0;6;0
Keen Eye, Infiltrator, Own Tempo;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;48;5120;70;355;190;Restraint Pokemon;54;1000000;0.3;62;Nyasper?????;Espurr;Psystigri;50;677;63;60;68;psychic;;3.5;6;0
Keen Eye, Infiltrator, Prankster, Competitive;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;48;5120;70;466;75;Constraint Pokemon;76;1000000;0.6;74;Nyaonix??????;Meowstic;Mistigrix;50;678;83;81;104;psychic;;8.5;6;0
No Guard;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;80;5120;70;325;180;Sword Pokemon;100;1000000;0.8;45;Hitotsuki????;Honedge;Monorpale;50;679;35;37;28;steel;ghost;2.0;6;0
No Guard;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;110;5120;70;448;90;Sword Pokemon;150;1000000;0.8;59;Nidangill?????;Doublade;Dimoclès;50;680;45;49;35;steel;ghost;4.5;6;0
Stance Change;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;150;5120;70;520;45;Royal Sword Pokemon;50;1000000;1.7;60;Gillgard?????;Aegislash;Exagide;50;681;150;50;60;steel;ghost;53.0;6;0
Healer, Aroma Veil;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;52;5120;70;341;200;Perfume Pokemon;60;1000000;0.2;78;Shushupu?????;Spritzee;Fluvetin;50;682;63;65;23;fairy;;0.5;6;0
Healer, Aroma Veil;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;72;5120;70;462;140;Fragrance Pokemon;72;1000000;0.8;101;Frefuwan?????;Aromatisse;Cocotine;50;683;99;89;29;fairy;;15.5;6;0
Sweet Veil, Unburden;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;48;5120;70;341;200;Cotton Candy Pokemon;66;1000000;0.4;62;Peroppafu?????;Swirlix;Sucroquin;50;684;59;57;49;fairy;;3.5;6;0
Sweet Veil, Unburden;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;80;5120;70;480;140;Meringue Pokemon;86;1000000;0.8;82;Peroream?????;Slurpuff;Cupcanaille;50;685;85;75;72;fairy;;5.0;6;0
Contrary, Suction Cups, Infiltrator;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;54;5120;70;288;190;Revolving Pokemon;53;1000000;0.4;53;Maaiika?????;Inkay;Sepiatop;50;686;37;46;45;dark;psychic;3.5;6;0
Contrary, Suction Cups, Infiltrator;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;92;5120;70;482;80;Overturning Pokemon;88;1000000;1.5;86;Calamanero?????;Malamar;Sepiatroce;50;687;68;75;73;dark;psychic;47.0;6;0
Tough Claws, Sniper, Pickpocket;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;52;5120;70;306;120;Two-Handed Pokemon;67;1000000;0.5;42;Kametete????;Binacle;Opermine;50;688;39;56;50;rock;water;31.0;6;0
Tough Claws, Sniper, Pickpocket;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;105;5120;70;500;45;Collective Pokemon;115;1000000;1.3;72;Gamenodes?????;Barbaracle;Golgopathe;50;689;54;86;68;rock;water;96.0;6;0
Poison Point, Poison Touch, Adaptability;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;60;5120;70;320;225;Mock Kelp Pokemon;60;1000000;0.5;50;Kuzumo????;Skrelp;Venalgue;50;690;60;60;30;poison;water;7.3;6;0
Poison Point, Poison Touch, Adaptability;0.5;1;2;0.5;1;0.5;0.5;1;1;0.25;2;2;1;0.5;2;1;1;0.5;75;5120;70;494;55;Mock Kelp Pokemon;90;1000000;1.8;65;Dramidoro?????;Dragalge;Kravarech;50;691;97;123;44;poison;dragon;81.5;6;0
Mega Launcher;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;53;3840;70;330;225;Water Gun Pokemon;62;1250000;0.5;50;Udeppou?????;Clauncher;Flingouste;50;692;58;63;44;water;;8.3;6;0
Mega Launcher;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;73;3840;70;500;55;Howitzer Pokemon;88;1250000;1.3;71;Bloster?????;Clawitzer;Gamblast;50;693;120;89;59;water;;35.3;6;0
Dry Skin, Sand Veil, Solar Power;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;38;5120;70;289;190;Generator Pokemon;33;1000000;0.5;44;Erikiteru?????;Helioptile;Galvaran;50;694;61;43;70;electric;normal;6.0;6;0
Dry Skin, Sand Veil, Solar Power;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;55;5120;70;481;75;Generator Pokemon;52;1000000;1.0;62;Elezard?????;Heliolisk;Iguolta;50;695;109;94;109;electric;normal;21.0;6;0
Strong Jaw, Sturdy;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;89;7680;70;362;45;Royal Heir Pokemon;77;1000000;0.8;58;Chigoras????;Tyrunt;Ptyranidur;88.1;696;45;45;48;rock;dragon;26.0;6;0
Strong Jaw, Rock Head;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;121;7680;70;521;45;Despot Pokemon;119;1000000;2.5;82;Gachigoras?????;Tyrantrum;Rexillius;88.1;697;69;59;71;rock;dragon;270.0;6;0
Refrigerate, Snow Warning;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;59;7680;70;362;45;Tundra Pokemon;50;1000000;1.3;77;Amarus????;Amaura;Amagara;88.1;698;67;63;46;rock;ice;25.2;6;0
Refrigerate, Snow Warning;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;77;7680;70;521;45;Tundra Pokemon;72;1000000;2.7;123;Amaruruga?????;Aurorus;Dragmara;88.1;699;99;92;58;rock;ice;225.0;6;0
Cute Charm, Pixilate;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;8960;70;525;45;Intertwining Pokemon;65;1000000;1.0;95;Nymphia?????;Sylveon;Nymphali;88.1;700;110;130;60;fairy;;23.5;6;0
Limber, Unburden, Mold Breaker;0.25;0.5;1;2;2;0.5;1;2;1;0.5;0;2;1;1;2;1;1;1;92;5120;70;500;100;Wrestling Pokemon;75;1000000;0.8;78;Luchabull?????;Hawlucha;Brutalibré;50;701;74;63;118;fighting;flying;21.5;6;0
Cheek Pouch, Pickup, Plus;0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1;58;5120;70;431;180;Antenna Pokemon;57;1000000;0.2;67;Dedenne????;Dedenne;Dedenne;50;702;81;67;101;electric;fairy;2.2;6;0
Clear Body, Sturdy;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;50;6400;70;500;60;Jewel Pokemon;150;1250000;0.3;50;Melecie????;Carbink;Strassie;;703;50;150;50;rock;fairy;5.7;6;0
Sap Sipper, Hydration, Gooey;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;50;10240;35;300;45;Soft Tissue Pokemon;35;1250000;0.3;45;Numera???;Goomy;Mucuscule;50;704;55;75;40;dragon;;2.8;6;0
Sap Sipper, Hydration, Gooey;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;75;10240;35;452;45;Soft Tissue Pokemon;53;1250000;0.8;68;Numeil????;Sliggoo;Colimucus;50;705;83;113;60;dragon;;17.5;6;0
Sap Sipper, Hydration, Gooey;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;100;10240;35;600;45;Dragon Pokemon;70;1250000;2.0;90;Numelgon?????;Goodra;Muplodocus;50;706;110;150;80;dragon;;150.5;6;0
Prankster, Magician;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;80;5120;70;470;75;Key Ring Pokemon;91;800000;0.2;57;Cleffy?????;Klefki;Trousselin;50;707;80;87;75;steel;fairy;3.0;6;0
Natural Cure, Frisk, Harvest;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;70;5120;70;309;120;Stump Pokemon;48;1000000;0.4;43;Bokurei????;Phantump;Brocélôme;50;708;50;60;38;ghost;grass;7.0;6;0
Natural Cure, Frisk, Harvest;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;110;5120;70;474;60;Elder Tree Pokemon;76;1000000;1.5;85;Ohrot?????;Trevenant;Desséliande;50;709;65;82;56;ghost;grass;71.0;6;0
Pickup, Frisk, Insomnia;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;66;5120;70;335;120;Pumpkin Pokemon;70;1000000;0.8;59;Bakeccha?????;Pumpkaboo;Pitrouille;50;710;44;55;41;ghost;grass;15.0;6;0
Pickup, Frisk, Insomnia;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;100;5120;70;494;60;Pumpkin Pokemon;122;1000000;1.7;85;Pumpjin?????;Gourgeist;Bansuitrouye;50;711;58;75;54;ghost;grass;39.0;6;0
